主题,赞成数,反对数,留言数,持续时长
投诉A市东盈商业广场房子土地年限缩水，公摊过大,2,1,1,1
A7县市政道路人行道路应得到重视并予以优先保障,2,0,1,1
A市、区的基础教育科怎么都不接电话,2,0,1,1
A市A5区沙子塘工商所在受理消费维权中偏袒卖家,2,0,1,1
恳请处理A8县市龙泉美墅旁可可槟榔的环保问题,2,0,1,1
A3区卓越麓山业委会成员违法违建，损害业主权益,2,0,1,1
举报A7县福临镇古华山村民涉嫌伪造公章，套取国家资金,2,0,1,1
请协调A市375路公交车增停福元路洪山路口站，并增设过街天桥一座,2,0,1,1
A7县妇幼保健院急诊门前的宁华南路路边车位收费贵,2,0,1,1
A市仕薇国际美容美发连锁店关门跑路,2,0,1,1
A5区教育局为何不能公布生源,2,0,1,1
A7县松雅湖星沙大道路段晚上大量摩的飙行,2,0,1,1
新修水利本是好事，为什么A7县红旗垸水利施工挖得车都没法走了,2,1,1,1
强烈建议多安排几辆A市115路公交车,2,0,1,1
A7县茂中城已售商铺被查封，业主心急如焚,2,0,1,1
举报A市发建集团大搞形式主义,1,0,1,1
A3区武警医院前面的人行地下通道味道奇特,1,0,1,1
反映K5县70年代楚黔枝柳铁路老民兵救济问题,1,0,1,1
A2区黄兴路步行街大古道巷住户卫生间粪便外排,1,0,1,1
A7县星沙大道中粮可口可乐车辆违规装载气瓶,1,0,1,1
A9市淮川街道税务中心机构解散，人员分流面临失业,1,0,1,1
新买的纯电动封闭式面包车不到1个月被A市交警抓4次,1,0,1,1
A市好百年家具广场利亚斯家具涉嫌欺骗消费者,1,0,1,1
A市职高生真的不能参加普高高考吗？,1,0,1,1
A市享骑电单车押金申请4个月了，一直不退款,1,0,1,1
A市投蜂金融服务公司诈骗百姓1.9亿不还,1,0,1,1
A7县梅花汽车厂油漆车间污染环境,1,0,1,1
盼A市交警出警能及时赶到现场,1,1,1,1
A市沁园净水机放出开的水铅含量超出自来水15倍,1,0,1,1
A8县市福临门名郡幼儿园附近开设网吧，合理吗？,1,0,1,1
A1区营盘东路与长星路交汇处的经阁铝材厂经常排放气体刺鼻,1,0,1,1
A7县青山铺天华村郑家屋组水泥路工程质量如何？,1,0,1,1
反映A市文景领秀小区开发商虚假承诺的问题,1,0,1,1
A市点冰电器有限公司卖坏的海尔净水器却不同意退换货,1,0,1,1
为何润慧公司成为A7县农业建设“全能战士”?,1,0,1,1
希望A市委市政府加快养狗条例细则落地,1,0,1,1
控告A3区住建局对文兴物业公司缺乏监管！,1,0,1,1
A7县中石化加油站爱义行洗车店关门大半年，哪个部门可以管一下不？,1,0,1,1
A3区顺宇电子剥离全资子公司员工利益无保障,1,0,1,1
反映A市省妇幼医院住院部重复开检查费用,1,0,1,1
西地省商学院后街公安机关附近麻将馆夜间营业，小学生跟随家长进进出出无人管,1,0,1,1
中南楚雅医院斜对面黑停车场有一帮人专放外地车的油和电，趁火打劫,1,0,1,1
A1区远大路东方银座小区水管漏水已有二年了，无人管,1,0,1,1
西地省斯拉同舟法车业公司涉嫌欺骗经销商签合同,0,0,1,1
A4区省妇幼这边红墙巷子里路边烧烤摊每天凌晨很吵,0,0,1,1
请A3区严抓楚仪路乱停问题,0,0,1,1
A6区铜官街道无视法律，拒不履行协议,0,0,1,1
A2区唐家湾巷和豆鼓园巷成片危房拆迁改造多年处于停止状态,0,0,1,1
A9市古港镇宝盖村土地被占无证建房经营，举报三年未解决,0,0,1,1
A6区白沙洲街道腾飞村集体土地征收资金分配不公,0,0,1,1
环境污染,0,0,1,1
A7县康阳休闲山庄拖欠工资不发，怎么办,0,0,1,1
A3区八阁湾河鱼馆前有车辆占道停车,0,0,1,1
请给A市长望路加装全封闭式隔音屏,0,0,1,1
A3区楚熙水郡三期电表箱为塑料材质，质量差存隐患,0,0,1,1
A3区一米阳光婚纱艺术摄影是否合法纳税了？,0,0,1,1
A1区三楚南湖汽配市场停车时间过长物业锁车罚款是否合法,0,0,1,1
A7县果园镇果覆车业废水未作任何处理，直排到我家鱼塘,0,0,1,1
A市维楚有限公司关闭，患病的职工该何去何从,0,0,1,1
A市石马铺公交站需后移150米或100米，请考虑,0,0,1,1
A市中航城业主户籍迁入因房屋户型图未受理,0,0,1,1
想请西地省计算机软件资格考试办公室出具核查证明怎么这么难？,0,0,1,1
反映北京师范大学A市附属学校空港城小区设立实验班的问题,0,0,1,1
咨询A市A1区大道快改时间表,0,0,1,1
请A市公共资源交易中心联合纪委严厉查处类似评标委员会,0,0,1,1
A市叠彩兰亭小区绿化用地在业主不知情下被华云社区占用,0,0,1,1
A4区兴联路钱隆世家小区有人在公共区域装铁门,0,0,1,1
A市南山雍江汇小区业主经常被大货车按喇叭声叫醒,0,0,1,1
西地省专升本学位英语身份现场确认地址可以更改吗？,0,0,1,1
对A8县市直田眼科医院非法套取医保一事的处罚是不是太轻了,0,0,1,1
A市国安有限城南分公司无故扣发工资,0,0,1,1
A市田涵剧院前地下工程是什么？,0,0,1,1
请对A1区华年世嘉酒店及其保安队长立案调查,0,0,1,1
A市汇金城三期精装房出现了起泡房和洞洞房,0,0,1,1
购买A市龙湖楚风原著停车位一年多了没有发票,0,0,1,1
建议更换A市远大一路大桥悬挂的口号标语配色,0,0,1,1
A3区青山路（麓谷小镇）处马路上下水道溢出粪便快二个月了,0,0,1,1
A2区钱隆学府小区多户房屋墙面出现贯穿裂缝,0,0,1,1
严重举报A1区华海3c朝阳菜市场附近夜宵摊门店口摆满桌椅,0,0,1,1
A市诚鑫汇信企业管理公司涉嫌以贷款信托为名诈骗,0,0,1,1
关于A市华畋（精选）酒店隐瞒小区居民违规开设医疗体检中心问题的举报,0,0,1,1
对A8县高新区复兴-艾家冲Ⅰ、Ⅱ线500kV线路杆迁工程临近居民区的质疑,0,0,1,1
反映A2区青园中信小学1904班班主任安排座位不合理等问题,0,0,1,1
A7县蟠龙路航鑫物资回收公司施工扰民,0,0,1,1
A7县国家税务局望仙路办事大厅工作人员欠钱不还,0,2,1,1
A6区北大培文学校后期如何规划？,0,0,1,1
A市高新技术企业遭敲诈勒索，公安局办事拖拉,0,0,1,1
A7县星沙区开元西路楚绣城B7栋垃圾站让居民深受其害,0,0,1,1
C3县石潭镇涟水河电鱼船不断,0,0,1,1
请解决A市星沙城建设第一批拆迁户的生产安置预留用地及养老保险问题,0,0,1,1
A市四方坪旧货市场幼儿园接送时间有问题,0,0,1,1
建议A市东二环晚报高架下桥段增加电子回拍监控,0,0,1,1
外地二手车想要迁入A市，对于排放是否有限制？,0,0,1,1
投诉A8县肢体残疾人婚前财产被妻子侵占全部卷走51万一案,0,0,1,1
A市全心全速揽投部邮政员涉嫌伪造回执联,0,0,1,1
请求A市地铁2#线在梅溪湖CBD处增设一个站,0,3,1,1
A市鹏鲲教育集团拖欠款项,0,0,1,1
举报A1区东业上城嘉苑小区物业公司违法封堵消防通道,0,0,1,1
西地省中医药高等专科学校云龙校区什么时候才能建好？,0,0,1,1
为什么西地省农机购置补贴结算时间差距很大？,0,0,1,1
A1区物资储备局借空车位停下车为何不被允许？,0,0,1,1
A市爱之心老年公寓以高额利息诱骗大量老年人投资,0,0,1,1
西地省旺银置业新A1区之都项目用五万罚款换千万违法资产合法,0,0,1,1
公司不交公积金不按实际工资交五险，请问如何维权？,0,0,1,1
A7县世景华庭地下车位使用权到底归属于谁？,0,0,1,1
A市C5市中路798号恩皇建材店私自占用消防通道,0,0,1,1
A市烈士公园池塘被私人承包了吗,0,0,1,1
A市楚雅宿舍区树木太茂密了，挡住了很多阳光,0,0,1,1
A3区大学城曙光泊岸六栋每天都有人弹琴到很晚，很吵,0,0,1,1
A7县x105司机不顾乘客感受自私的偏离路线,0,0,1,1
A2区九峰集体生活用地综合楼变加油站，损害侵犯老百姓的权益,0,0,1,1
投诉A2区金恒世家商住两用项目包工头拖欠工资,0,0,1,1
A市天普教育学员正当的退费却被他们克扣！,0,0,1,1
请问曾经有网上信访经历者能不能入党？,0,0,1,1
A2区贺隆体育场东广场摆儿童电玩车问题严重,0,0,1,1
A3区嘉顺苑小区每栋楼的电梯隔三差五的坏,0,0,1,1
A市捷聚飞迈网络有限公司流窜作案，请求给予打击！,0,0,1,1
A1区建楚路曼哈顿大厦905房鹿屿剧本杀推理馆扰民,0,0,1,1
西地省开关厂无法按期将物业移交给属地政府,0,0,1,1
已收到A7县星沙医院开具的晶体交费发票，感谢领导,0,0,1,1
在A5区职教城怎么收寄信！,0,0,1,1
请速为西地省未管所家属楼的供电安装保护接地线,0,0,1,1
A2区鑫远楚府华城楼盘违规建设300吨水箱，极易引发地质塌陷,0,0,1,1
A市松堡王国销售不兑现承诺，喜盈门还偏袒商户,0,0,1,1
A市政府每天晚上施工打洞打孔，不让人睡觉,0,0,1,1
A3区白赛湖路围挡围住迟迟不修,0,0,1,1
A市物业公司进入企业老旧职工小区，业主有无选择权与知情权？,0,0,1,1
A2区南湖路宏永汽修厂的油漆味白天晚上不断,0,0,1,1
反映K1区学校食堂的一些问题,0,0,1,1
请制止A7县广华大厦的违建行为,0,0,1,1
A7县物管新规下的业委会备案机关是谁？,0,0,1,1
西地省斯拉同舟法电动车业有限公司诱导消费者签订制式合同,0,0,1,1
A3区叶子旅馆附近老北京涮羊肉油烟扰民,0,0,1,1
投诉A市印印中务有限公司生产环保不达标,0,0,1,1
A市长郡月亮岛二小招生公告要求新生考试分班，合理吗？,0,0,1,1
A市公安局立案三年来不查不结案,0,0,1,1
投诉A9市枨冲镇枨冲社区老鸦组正源再生塑料厂污染环境,0,0,1,1
控告A4区检察院工作人员隐匿证据，伪造证据使人被刑事追诉,0,0,1,1
A市福天藏郡莫名出现好几家建材店，每天人多嘈杂,0,0,1,1
A4区动力南院连续四五年半夜被宝怡矿泉水厂噪音骚扰,0,0,1,1
A市橘郡开发商去哪了？,0,0,1,1
A2区云天科技公司以挖断道路的形式来逼我们搬家,0,0,1,1
A1区乔庄社区大多数楼栋楼梯间都没有路灯，请电力部门恢复,0,0,1,1
A市金侠开发区印子屋非法卸土区非法收益达几千万,0,0,1,1
请彻查A9市北盛镇卓然村的账目！,0,0,1,1
A市天剑路、轻院路、向东南路道路沿线和人行道变停车场，交通拥堵,0,0,1,1
A6区通晟城空气质量太差,0,0,1,1
A市恒大文旅城一期一业主购房不成被倒扣十来万，怎么办？,0,0,1,1
A7县果园镇浔龙河村的养猪场污水横流、臭气熏天,0,0,1,1
西地省新天地豹悍武装押运有限公司对员工冷漠无情,0,0,1,1
请继续开放A4区四方小区城管队侧面空地，让大伙可以停车,0,0,1,1
A3区拆迁致使鑫洁蜂业蜜蜂大量死亡,0,0,1,1
咨询A5区临时工组织关系问题,0,0,1,1
A7县聚友轮胎厂污染环境,0,0,1,1
A市银华电力金电厂退休职工的房改权益被剥夺,0,0,1,1
A4区新竹二小拖欠全体教师工资,0,0,1,1
对A市献血积极分子亲属优先用血相关制度的疑问,0,0,1,1
A市圣典成人钢琴俱乐部不退款给消费者，还将其拉黑,0,0,1,1
A7县博雅卫生中专元旦法定假期不放假,0,0,1,1
A市建楚新村居民为一辆大型货车苦恼,0,0,1,1
A5区鄱阳社区村支两委不经村民大L6县意将土地招商出让,0,0,1,1
请问强直性脊柱炎的生物制剂进A市医保了吗？,0,0,1,1
举报A3区麓谷揽投站站长克扣员工应发物资,0,0,1,1
A市银杉路北段和潇楚北路桃花村中间修路大晚上的吵死人！,0,0,1,1
还A市民一片绿地，谁有权在公园肆意毁草地建私家停车位,0,0,1,1
大过年的，A3区西城湾小区停水两天整了,0,0,1,1
举报A8县市国土局、财政局在处理老粮仓镇石清村违法占地问题上执法不力,0,0,1,1
A9市永安供电所强占我田徳多年,0,0,1,1
要求西地省广电移动电视退还收取的180元收视年费,0,0,1,1
建议A市楚府路高架通车之后实施单双号限行,0,0,1,1
A2区多层住宅增设电梯政策的具体实施方案是怎样的,0,0,1,1
A5区英泰汇景豪庭业主何时能安心住房,0,0,1,1
A4区太阳山森林公园山顶上的塔年久失修，有危险,0,0,1,1
西地省鑫华美好公路环境建设有限公司常年非法挂靠、围标,0,0,1,1
A市九龙仓套路租户，该退还租户的金额高达7万余元,0,0,1,1
A7县中南二手机动车登记服务站代办现象严重,0,0,1,1
A3区麓天小区三期DD25栋旁挖自然绿化山体违建,0,0,1,1
A3区锦和园小区停水三天，工作人员未及时抢修,0,0,1,1
A4区太阳塘村村民房屋因乾隆世家施工爆破受损,0,0,1,1
A市A3区政府违法选定评定机构，评估报告剥夺当事人正当权利,0,0,1,1
A3区金星路王府井和加油站路段下水道异味强烈,0,0,1,1
投诉A2区袁岭家佳兆业施工扰民,0,0,1,1
请求关注A1区县府坪居民点106号私房改造遗留问题,0,0,1,1
请求拆除西地省农机局办公室内“房屋”，还原事物本来原面貌,0,0,1,1
A市A6区坡地铁站入口处疑似有人发涉黄卡片,0,0,1,1
外地来A市打工的农民工受工伤，待遇怎么落实？,0,0,1,1
A4区藏珑湖上国际花园有传媒公司聚集大量人员在住宅办公，且无证经营,0,0,1,1
A4区洪西小区34栋西头水果店从早到晚高音喇叭叫卖,0,0,1,1
为何不能让A6区大泽湖街道拆迁户公平公正选房？,0,0,1,1
请打开A4区潮宗街宏金花园与中山宿舍之间的围墙，清除垃圾,0,0,1,1
A市银华园共用部位设施的租金去哪了,0,0,1,1
审计厅一公务员拖欠8年物业费拒缴,0,0,1,1
A4区东风路下大拢182号机电宿舍想装天然气,0,0,1,1
A市高新区中梁云麓传奇工地南边道路上长年都是泥土,0,0,1,1
投诉A市W218路到站不停车,0,0,1,1
A市为什么不能分级诊疗？,0,0,1,1
A2区豹子岭社区楚江化工厂家属区新联路出入口水泥路两侧乱停放私家车,0,0,1,1
反映A市金座雅居的一些问题,0,0,1,1
西地省A市联通无故停机，运营商不处理,0,0,1,1
能否加开一趟5点半左右到河西的A市城铁？,0,0,1,1
A市兴成业房地产公司联合联通垄断小区通讯,0,0,1,1
特立路与东一路交界的老A市虾蟹馆占道经营,0,0,1,1
现在A6区原高塘岭镇范围内的四轮电动车遍地开花,0,0,1,1
A市人社局是否有职业培训的项目？,0,0,1,1
A市交通银行未提前通知还款，200元逾期未还影响征信,0,0,1,1
A4区信访局接访工作落实不到位,0,0,1,1
关于A市钰龙天下小区业主大会违规操纵投票的反馈,0,0,1,1
A7县供销社原A市泰阳商城丢失员工党员档案,0,0,1,1
A4区A1区路与福城路交口处一饭店在公共区域设卡,0,0,1,1
A1区东湖街道合平路二期附近的非法洗沙场扰民,0,0,1,1
请问A2区西牌楼小区有无拆迁计划,0,0,1,1
A3区华润橡树湾咔吉堡儿童乐园退场退款要求去指定位置,0,0,1,1
A7县豪都至尊车库入口图纸变更政府是否知情？,0,0,1,1
A1区中房瑞致小区前面工地施工，快要把人吵成疯子了,0,0,1,1
A市阿普阿布小区无配套小学,0,0,1,1
A市火车站冬天候车室的温度和室外温度差不多,0,0,1,1
A3区望兴家园8-9栋地下室简易隔成10间小房出租,0,0,1,1
A市麻园湾社区农委宿舍自来水户改一直被搪塞拖延,0,0,1,1
投诉A2区浦沅水竹街层上观邸1栋水果店违建,0,0,1,1
投诉A市中建A1区工社拖欠不办房产证8年之久,0,0,1,1
A2区环卫机械化作业的晚班司机节假日工作没补助,0,0,1,1
在省中医附一医院治疗皮肤好坑,0,0,1,1
西地省汽车制造有限责任公司A市分公司年组装4万台重卡建设项目的建议,0,0,1,1
A市五一路袁家岭佳兆业广场施工跟放炮一样,0,0,1,1
A7县碧桂园天玺湾6栋手机常年无信号,0,0,1,1
A8县灰汤镇雅乐居C10栋1109房阳台悬空梁已断,0,0,1,1
华融楚江银行信用卡违法高额收息，冻结储蓄卡,0,0,1,1
A8县市天宁热电厂烟囱里浓烟滚滚,0,0,1,1
